"sep=,"
Data do vôo,Avião,Capacidade,Modelo,Compania,Aeroporto,Cidade,Estado,Região,Preço 1d,Preço 15d,Preço 30d,Horário de saída,Horário de chegada,Duração em minutos,Conexões,Distância,Yield Pax
2022-07-15,LA 3469,174,320,LATAM AIRLINES BRASIL,POA,Porto Alegre,Rio Grande do Sul,Sul,0.0,0.0,632.35,13:25:00,23:20:00,595,1,599,1.06
2022-07-15,LA 3663,198,321,LATAM AIRLINES BRASIL,POA,Porto Alegre,Rio Grande do Sul,Sul,0.0,0.0,756.55,14:40:00,23:20:00,520,1,599,1.26
2022-07-15,LA 3153,144,319,LATAM AIRLINES BRASIL,POA,Porto Alegre,Rio Grande do Sul,Sul,0.0,0.0,796.81,15:25:00,23:20:00,475,1,599,1.33
2022-07-15,LA 3669,174,320,LATAM AIRLINES BRASIL,POA,Porto Alegre,Rio Grande do Sul,Sul,0.0,0.0,756.55,05:25:00,15:15:00,590,2,599,1.26
2022-07-15,LA 3471,198,321,LATAM AIRLINES BRASIL,POA,Porto Alegre,Rio Grande do Sul,Sul,0.0,0.0,756.55,05:55:00,15:15:00,560,2,599,1.26
2022-07-15,LA 3659,174,320,LATAM AIRLINES BRASIL,POA,Porto Alegre,Rio Grande do Sul,Sul,0.0,0.0,1034.65,08:30:00,15:15:00,405,2,599,1.73
2022-07-15,LA 3835,144,319,LATAM AIRLINES BRASIL,POA,Porto Alegre,Rio Grande do Sul,Sul,0.0,0.0,976.15,08:55:00,18:00:00,545,2,599,1.63
2022-07-15,LA 3835,144,319,LATAM AIRLINES BRASIL,POA,Porto Alegre,Rio Grande do Sul,Sul,0.0,0.0,976.15,08:55:00,19:10:00,615,2,599,1.63
2022-07-15,LA 3835,144,319,LATAM AIRLINES BRASIL,POA,Porto Alegre,Rio Grande do Sul,Sul,0.0,0.0,976.15,08:55:00,19:10:00,615,2,599,1.63
2022-07-15,LA 3835,144,319,LATAM AIRLINES BRASIL,POA,Porto Alegre,Rio Grande do Sul,Sul,0.0,0.0,976.15,08:55:00,19:10:00,615,2,599,1.63
2022-07-15,LA 3455,198,321,LATAM AIRLINES BRASIL,POA,Porto Alegre,Rio Grande do Sul,Sul,0.0,0.0,976.15,11:55:00,19:10:00,435,2,599,1.63
2022-07-15,LA 3455,198,321,LATAM AIRLINES BRASIL,POA,Porto Alegre,Rio Grande do Sul,Sul,0.0,0.0,566.65,11:55:00,23:20:00,685,2,599,0.95
2022-07-15,LA 3455,198,321,LATAM AIRLINES BRASIL,POA,Porto Alegre,Rio Grande do Sul,Sul,0.0,0.0,672.61,11:55:00,23:20:00,685,2,599,1.12
2022-07-15,LA 3455,198,321,LATAM AIRLINES BRASIL,POA,Porto Alegre,Rio Grande do Sul,Sul,0.0,0.0,756.55,11:55:00,23:20:00,685,2,599,1.26
2022-07-15,LA 3837,174,320,LATAM AIRLINES BRASIL,POA,Porto Alegre,Rio Grande do Sul,Sul,0.0,0.0,1034.65,14:50:00,23:20:00,510,2,599,1.73
2022-07-15,LA 3738,174,320,LATAM AIRLINES BRASIL,BSB,Brasília,Distrito Federal,Centro-Oeste,0.0,0.0,632.74,08:40:00,10:50:00,130,0,1296,0.49
2022-07-15,LA 3703,174,320,LATAM AIRLINES BRASIL,BSB,Brasília,Distrito Federal,Centro-Oeste,0.0,0.0,1655.14,05:55:00,10:05:00,250,1,1296,1.28
2022-07-15,LA 3782,174,320,LATAM AIRLINES BRASIL,BSB,Brasília,Distrito Federal,Centro-Oeste,0.0,0.0,2697.54,06:20:00,15:15:00,535,1,1296,2.08
2022-07-15,LA 3732,198,321,LATAM AIRLINES BRASIL,BSB,Brasília,Distrito Federal,Centro-Oeste,0.0,0.0,2657.74,07:55:00,15:15:00,440,1,1296,2.05
2022-07-15,LA 3778,144,319,LATAM AIRLINES BRASIL,BSB,Brasília,Distrito Federal,Centro-Oeste,0.0,0.0,2697.54,08:10:00,15:15:00,425,1,1296,2.08
2022-07-15,LA 4647,174,320,LATAM AIRLINES BRASIL,BSB,Brasília,Distrito Federal,Centro-Oeste,0.0,0.0,2592.7,08:20:00,18:00:00,580,1,1296,2.00
2022-07-15,LA 3021,144,319,LATAM AIRLINES BRASIL,BSB,Brasília,Distrito Federal,Centro-Oeste,0.0,0.0,2698,09:10:00,18:00:00,530,1,1296,2.08
2022-07-15,LA 3021,144,319,LATAM AIRLINES BRASIL,BSB,Brasília,Distrito Federal,Centro-Oeste,0.0,0.0,2733.43,09:10:00,19:10:00,600,1,1296,2.11
2022-07-15,LA 3255,198,321,LATAM AIRLINES BRASIL,BSB,Brasília,Distrito Federal,Centro-Oeste,0.0,0.0,2733.43,09:40:00,18:00:00,500,1,1296,2.11
2022-07-15,LA 3255,198,321,LATAM AIRLINES BRASIL,BSB,Brasília,Distrito Federal,Centro-Oeste,0.0,0.0,2773.36,09:40:00,19:10:00,570,1,1296,2.14
2022-07-15,LA 3267,174,320,LATAM AIRLINES BRASIL,BSB,Brasília,Distrito Federal,Centro-Oeste,0.0,0.0,1655.14,10:30:00,18:00:00,450,1,1296,1.28
2022-07-15,LA 3267,174,320,LATAM AIRLINES BRASIL,BSB,Brasília,Distrito Federal,Centro-Oeste,0.0,0.0,2773.36,10:30:00,19:10:00,520,1,1296,2.14
2022-07-15,LA 3007,174,320,LATAM AIRLINES BRASIL,BSB,Brasília,Distrito Federal,Centro-Oeste,0.0,0.0,1695.4,10:40:00,18:00:00,440,1,1296,1.31
2022-07-15,LA 3007,174,320,LATAM AIRLINES BRASIL,BSB,Brasília,Distrito Federal,Centro-Oeste,0.0,0.0,2733.43,10:40:00,19:10:00,510,1,1296,2.11
2022-07-15,LA 3009,174,320,LATAM AIRLINES BRASIL,BSB,Brasília,Distrito Federal,Centro-Oeste,0.0,0.0,2733.43,13:05:00,19:10:00,365,1,1296,2.11
2022-07-15,LA 3423,144,319,LATAM AIRLINES BRASIL,BSB,Brasília,Distrito Federal,Centro-Oeste,0.0,0.0,2657.74,13:15:00,18:00:00,285,1,1296,2.05
2022-07-15,LA 3259,174,320,LATAM AIRLINES BRASIL,BSB,Brasília,Distrito Federal,Centro-Oeste,0.0,0.0,2552.44,14:45:00,23:20:00,515,1,1296,1.97
2022-07-15,LA 3011,174,320,LATAM AIRLINES BRASIL,BSB,Brasília,Distrito Federal,Centro-Oeste,0.0,0.0,2733.43,15:05:00,19:10:00,245,1,1296,2.11
2022-07-15,LA 3011,174,320,LATAM AIRLINES BRASIL,BSB,Brasília,Distrito Federal,Centro-Oeste,0.0,0.0,1812.4,15:05:00,23:20:00,495,1,1296,1.40
2022-07-15,LA 3263,174,320,LATAM AIRLINES BRASIL,BSB,Brasília,Distrito Federal,Centro-Oeste,0.0,0.0,1772.14,23:55:00,08:00:00,485,1,1296,1.37
2022-07-15,LA 3265,174,320,LATAM AIRLINES BRASIL,BSB,Brasília,Distrito Federal,Centro-Oeste,0.0,0.0,2657.74,04:25:00,15:15:00,650,2,1296,2.05
2022-07-15,LA 3265,174,320,LATAM AIRLINES BRASIL,BSB,Brasília,Distrito Federal,Centro-Oeste,0.0,0.0,2657.74,04:25:00,15:15:00,650,2,1296,2.05
2022-07-15,LA 3703,174,320,LATAM AIRLINES BRASIL,BSB,Brasília,Distrito Federal,Centro-Oeste,0.0,0.0,2697.54,05:55:00,15:15:00,560,2,1296,2.08
2022-07-15,LA 3703,174,320,LATAM AIRLINES BRASIL,BSB,Brasília,Distrito Federal,Centro-Oeste,0.0,0.0,2698,05:55:00,15:15:00,560,2,1296,2.08
2022-07-15,LA 3786,144,319,LATAM AIRLINES BRASIL,BSB,Brasília,Distrito Federal,Centro-Oeste,0.0,0.0,2733.43,10:45:00,18:00:00,435,2,1296,2.11
2022-07-15,LA 3786,144,319,LATAM AIRLINES BRASIL,BSB,Brasília,Distrito Federal,Centro-Oeste,0.0,0.0,2592.24,10:45:00,23:20:00,755,2,1296,2.00
2022-07-15,LA 3786,144,319,LATAM AIRLINES BRASIL,BSB,Brasília,Distrito Federal,Centro-Oeste,0.0,0.0,2592.7,10:45:00,23:20:00,755,2,1296,2.00
2022-07-15,LA 3720,174,320,LATAM AIRLINES BRASIL,BSB,Brasília,Distrito Federal,Centro-Oeste,0.0,0.0,2657.74,13:40:00,23:20:00,580,2,1296,2.05
2022-07-15,LA 3718,174,320,LATAM AIRLINES BRASIL,BSB,Brasília,Distrito Federal,Centro-Oeste,0.0,0.0,2657.74,22:20:00,10:05:00,705,2,1296,2.05
2022-07-15,LA 3718,174,320,LATAM AIRLINES BRASIL,BSB,Brasília,Distrito Federal,Centro-Oeste,0.0,0.0,2657.74,22:20:00,10:05:00,705,2,1296,2.05
2022-07-15,LA 3801,198,321,LATAM AIRLINES BRASIL,SSA,Salvador da Bahia,Bahia,Nordeste,0.0,0.0,1842.75,04:25:00,10:50:00,385,1,2191,0.84
2022-07-15,LA 3623,174,320,LATAM AIRLINES BRASIL,SSA,Salvador da Bahia,Bahia,Nordeste,0.0,0.0,1883.01,09:45:00,18:00:00,495,1,2191,0.86
2022-07-15,LA 3623,174,320,LATAM AIRLINES BRASIL,SSA,Salvador da Bahia,Bahia,Nordeste,0.0,0.0,1842.75,09:45:00,19:10:00,565,1,2191,0.84
2022-07-15,LA 3195,174,320,LATAM AIRLINES BRASIL,SSA,Salvador da Bahia,Bahia,Nordeste,0.0,0.0,1842.75,11:25:00,18:00:00,395,1,2191,0.84
2022-07-15,LA 3195,174,320,LATAM AIRLINES BRASIL,SSA,Salvador da Bahia,Bahia,Nordeste,0.0,0.0,1882.68,11:25:00,19:10:00,465,1,2191,0.86
2022-07-15,LA 4514,144,319,LATAM AIRLINES BRASIL,SSA,Salvador da Bahia,Bahia,Nordeste,0.0,0.0,1842.75,11:35:00,19:10:00,455,1,2191,0.84
2022-07-15,LA 3589,198,321,LATAM AIRLINES BRASIL,SSA,Salvador da Bahia,Bahia,Nordeste,0.0,0.0,1842.75,15:10:00,23:20:00,490,1,2191,0.84
2022-07-15,LA 3801,198,321,LATAM AIRLINES BRASIL,SSA,Salvador da Bahia,Bahia,Nordeste,0.0,0.0,1842.75,04:25:00,15:15:00,650,2,2191,0.84
2022-07-15,LA 3801,198,321,LATAM AIRLINES BRASIL,SSA,Salvador da Bahia,Bahia,Nordeste,0.0,0.0,1882.55,04:25:00,15:15:00,650,2,2191,0.86
2022-07-15,LA 3801,198,321,LATAM AIRLINES BRASIL,SSA,Salvador da Bahia,Bahia,Nordeste,0.0,0.0,1842.75,04:25:00,18:00:00,815,2,2191,0.84
2022-07-15,LA 3801,198,321,LATAM AIRLINES BRASIL,SSA,Salvador da Bahia,Bahia,Nordeste,0.0,0.0,1842.75,04:25:00,18:00:00,815,2,2191,0.84
2022-07-15,LA 3801,198,321,LATAM AIRLINES BRASIL,SSA,Salvador da Bahia,Bahia,Nordeste,0.0,0.0,1883.01,04:25:00,18:00:00,815,2,2191,0.86
2022-07-15,LA 3801,198,321,LATAM AIRLINES BRASIL,SSA,Salvador da Bahia,Bahia,Nordeste,0.0,0.0,1883.01,04:25:00,18:00:00,815,2,2191,0.86
